ID	island	species	sex	age_years	carapace_length_cm	altitude_m	precipitation_mm	food_availability_index	body_mass_kg	shell_thickness_cm	parasite_load_index	immune_response_level	carapace_shape	ambient_temperature_c	activity_level	relative_humidity_percent
371	Isabela	Chelonoidis_becki	Female	115.2	114.5	466.5	923	113.9	182.2	4.66	55.7	75.2	Dome	24.9	Low	61.8
372	Isabela	Chelonoidis_becki	Male	74.2	109.2	518.7	806	46	138.6	5.4	44.5	83.6	Intermediate	20.1	Medium	58.5
373	Espanola	Chelonoidis_hoodensis	Male	129.6	116.7	45.9	206	31.6	269.9	4.54	52.3	52.9	Saddleback	30.1	High	89.8
374	Isabela	Chelonoidis_microphyes	Female	107.7	104.5	497.6	800.5	50.9	131.2	4.73	44.6	75.7	Dome	23.5	Low	44.9
375	Santa_Cruz	Chelonoidis_porteri	Male	126.8	122.9	202.6	480.1	53.7	250.3	3.8	59.1	59.9	Saddleback	30.7	High	55.9
376	Espanola	Chelonoidis_hoodensis	Female	80.9	83.9	16.3	302.4	89.6	308.2	5.36	50.8	88.1	Saddleback	28.2	Medium	62.4
377	Santa_Cruz	Chelonoidis_porteri	Female	103.3	97.5	225.5	497.4	79.2	252.6	5.57	54.5	79.2	Intermediate	29	Medium	67.6
378	Isabela	Chelonoidis_becki	Female	98	108.8	419.7	720.1	48	212.6	5.07	51.8	55.3	Intermediate	17.6	Low	68.5
379	Isabela	Chelonoidis_becki	Male	115.4	126.3	475.3	913.7	97.2	178.2	5.35	48.9	80.9	Intermediate	16.6	Medium	80.1
380	Espanola	Chelonoidis_hoodensis	Female	88.5	90.7	42	316.8	84.9	286.6	5.87	52.5	71.1	Saddleback	25.3	Medium	82.8
381	Santa_Cruz	Chelonoidis_porteri	Male	99.8	107.2	314.2	556.1	52	200.2	5.01	44.5	71.7	Intermediate	23.2	Medium	59.6
382	Santa_Cruz	Chelonoidis_porteri	Female	64.4	86.8	354.6	618.4	63.7	203.3	6.2	41.1	71.5	Dome	23.3	Low	72.3
383	Isabela	Chelonoidis_microphyes	Female	84.4	107	522.2	889	102.3	152.7	5.14	46.6	85.4	Dome	24.5	Low	53.1
384	Santa_Cruz	Chelonoidis_porteri	Female	102.5	102.3	350.6	533.3	27.3	193.1	4.67	51.8	54.5	Dome	33	Medium	78.9
385	Santa_Cruz	Chelonoidis_porteri	Female	85.9	99.7	273.7	517.4	58.1	211.1	4.99	48	76.4	Intermediate	22.7	Low	61.3
386	Espanola	Chelonoidis_hoodensis	Male	99.1	97.8	34.6	348.1	123.5	272.7	5.65	46.7	90.2	Saddleback	21.9	Medium	74.4
387	Isabela	Chelonoidis_microphyes	Male	90.6	118.3	554.3	682.8	0	129.2	5.14	54.4	33	Saddleback	33.1	High	60.1
388	Isabela	Chelonoidis_becki	Female	112.1	104.4	500.1	892	85.9	183.2	5.16	47.3	75.3	Dome	26.1	Medium	70.2
389	Isabela	Chelonoidis_vicina	Male	123.4	124.9	416	581.8	8.6	192.1	3.6	57	44.1	Saddleback	26.2	High	69.9
390	Isabela	Chelonoidis_vicina	Male	83.5	105.8	457.7	747.2	37.1	164.4	4.82	46.4	72.5	Saddleback	18.5	Medium	59.3
391	Espanola	Chelonoidis_hoodensis	Male	93.9	85.6	100.4	255.9	15.1	236.4	4.09	50.1	41.3	Saddleback	28.7	High	73.8
392	Isabela	Chelonoidis_microphyes	Female	128.8	106.7	469.5	604.3	6.4	164.7	3.74	47.8	30.9	Dome	30.8	Medium	100
393	Santa_Cruz	Chelonoidis_donfaustoi	Female	56	87.3	316.7	602.9	58.4	201.6	5.51	47.1	72	Dome	28.6	Medium	70.2
394	Santa_Cruz	Chelonoidis_porteri	Male	93.6	112.3	300.7	753.8	127.9	219.6	6.1	42.6	99.9	Saddleback	19.3	Medium	65.8
395	Isabela	Chelonoidis_becki	Male	141.3	118.4	475.2	963.5	119.2	158.3	4.41	53.1	87.1	Intermediate	32.3	High	64.8
396	Isabela	Chelonoidis_vicina	Male	143.9	121.7	482.5	743.7	39	176.9	4.16	57.2	70	Saddleback	23.5	Medium	66.4
397	Isabela	Chelonoidis_microphyes	Female	103.1	114.5	519.6	730.3	19.5	153.5	4.79	51.7	62.4	Dome	34.2	Medium	71.7
398	Isabela	Chelonoidis_microphyes	Female	82.7	97.4	510.5	746.2	22.2	149.6	4.64	59.1	41.2	Intermediate	27.3	Medium	61.3
399	Isabela	Chelonoidis_microphyes	Male	103.3	118.3	561.7	871	49	191.5	5.43	41.2	76.8	Intermediate	27.1	High	85.2
400	Espanola	Chelonoidis_hoodensis	Male	86.9	93.2	40	143.8	28.3	313.1	4.85	46.5	52.7	Saddleback	35	High	76
401	Espanola	Chelonoidis_hoodensis	Female	129.1	97	3.8	424.8	149.2	298.2	4.88	52.8	102.7	Saddleback	31	Medium	79.2
402	Isabela	Chelonoidis_microphyes	Male	83.9	110.4	508.3	759.4	25.3	145.4	4.91	53.3	64.2	Saddleback	27.3	High	83.8
403	Espanola	Chelonoidis_hoodensis	Male	107.5	102.1	85.3	325.6	68.3	301.6	4.33	52.6	67	Saddleback	21.1	Medium	59.1
404	Santa_Cruz	Chelonoidis_porteri	Male	112.4	112.5	414.1	399.4	0	165	4.37	59.7	54.2	Saddleback	29.5	High	60.6
405	Isabela	Chelonoidis_microphyes	Male	84.8	107.9	476.8	779.4	55.7	167.1	4.7	58.8	58	Saddleback	28.8	High	73.3
406	Isabela	Chelonoidis_becki	Female	117	94.7	483.7	635.1	0	170	4.6	43.3	61.8	Dome	22.4	Low	65.2
407	Santa_Cruz	Chelonoidis_donfaustoi	Female	85	104.6	344.1	598.5	62.6	197.9	4.18	49.2	44.5	Intermediate	23.9	Low	75.1
408	Isabela	Chelonoidis_vicina	Male	112.6	127.5	564.1	710.5	0	138.8	3.48	45.1	40.3	Saddleback	23.6	Medium	69.3
409	Isabela	Chelonoidis_becki	Female	121.9	105.9	467.1	804.6	73.6	171.3	4.42	45.7	74.1	Dome	16.8	Low	77.1
410	Santa_Cruz	Chelonoidis_porteri	Male	80.2	103	333.2	646.1	68.2	212.4	5.02	51.2	63.1	Intermediate	28.4	High	53.9
411	Isabela	Chelonoidis_becki	Male	122.2	128.3	471.7	749.6	65.1	167.3	5.17	51.5	40.5	Saddleback	17.6	Medium	77
412	Espanola	Chelonoidis_hoodensis	Female	90.2	91.8	1.9	297.8	97.1	297.2	5.43	45.5	71.4	Saddleback	26.7	Medium	51.5
413	Isabela	Chelonoidis_microphyes	Male	105.9	122.9	531.2	738.8	16.1	160	4.51	52.2	68.2	Intermediate	17.3	Medium	69.8
414	Isabela	Chelonoidis_becki	Female	104	100.6	505.3	733.3	25.8	161.3	4.82	46.6	45.7	Intermediate	29.8	Medium	74.7
415	Isabela	Chelonoidis_becki	Female	91.5	115.1	519.5	650.7	0	183.4	4.54	51.9	49	Intermediate	29.1	Medium	62.1
416	Isabela	Chelonoidis_vicina	Male	105.4	110.7	471	721.9	39.8	158.7	5.06	50.5	55.1	Saddleback	34.4	High	85
417	Espanola	Chelonoidis_hoodensis	Female	75.4	86.2	139.7	380.7	83.7	286.5	5.84	47.3	75	Saddleback	19.1	Low	72.2
418	Isabela	Chelonoidis_becki	Male	97.3	114.7	533.3	777.9	35.1	122.7	5.05	45.1	59.5	Saddleback	29.8	High	53.9
419	Isabela	Chelonoidis_microphyes	Male	116.5	117.7	481.3	833	75.8	152.4	3.98	49.2	70.1	Intermediate	23.9	Medium	85.6
420	Isabela	Chelonoidis_becki	Female	56.5	89.8	535.1	929.2	103.3	120.1	5.63	51.5	77.4	Intermediate	26.1	Medium	73.1
421	Santa_Cruz	Chelonoidis_porteri	Male	70.2	95.9	239.3	633.4	120.8	242.4	4.98	47.6	64.1	Saddleback	22.9	Medium	67.2
422	Santa_Cruz	Chelonoidis_porteri	Male	76.8	110.9	293.1	747.6	140.3	234.7	6.03	46.8	92	Intermediate	27.1	High	77.2
423	Santa_Cruz	Chelonoidis_donfaustoi	Male	68.2	100.7	370.2	535.2	22.7	172.4	5.87	43.4	59.8	Saddleback	19.4	Medium	57.5
424	Isabela	Chelonoidis_becki	Female	108.4	108.6	490.6	935.1	111.6	160.5	4.75	48.2	86.9	Intermediate	20.5	Low	70
425	Espanola	Chelonoidis_hoodensis	Female	80.1	84.9	95.5	459.3	124.5	253.6	6.09	48.2	100.3	Saddleback	29.1	Medium	72.8
426	Santa_Cruz	Chelonoidis_porteri	Male	56.7	94.9	288.9	480.8	26.4	233.4	5.64	45.4	58.9	Saddleback	10.6	Medium	40.8
427	Isabela	Chelonoidis_becki	Male	87.2	105.3	385.1	840.2	126.1	162.7	5.93	46.7	90.5	Saddleback	23.6	Medium	65.9
428	Isabela	Chelonoidis_microphyes	Female	92.2	103.7	456	676.2	24.2	188	4.55	45.2	43.7	Dome	22.8	Low	63.1
429	Isabela	Chelonoidis_becki	Male	117.1	109.5	511.1	894.7	77.2	151.2	4.41	54.6	70.2	Saddleback	28.7	High	73.6
430	Espanola	Chelonoidis_hoodensis	Female	77.9	76.1	122.3	346	78.9	239.1	5.2	60.8	51.1	Saddleback	27.2	Medium	81.1
431	Espanola	Chelonoidis_hoodensis	Male	123.2	101.4	20.3	376.4	116.1	292.4	5	47.9	104.2	Saddleback	18.2	Medium	71.5
432	Santa_Cruz	Chelonoidis_porteri	Male	108	106.8	313.8	532	33.7	206.4	5.12	52.2	53.8	Saddleback	32.4	High	62
433	Isabela	Chelonoidis_microphyes	Female	107.2	107.5	451.8	714.8	54.6	163.6	4.3	59	63.8	Dome	30.3	Medium	69.2
434	Espanola	Chelonoidis_hoodensis	Female	82.9	92.7	0	570.2	209.2	273.9	6.66	45.6	117.7	Saddleback	32.2	Medium	59.9
435	Isabela	Chelonoidis_microphyes	Male	139.1	118.9	461.1	899.2	122.1	155.7	4.78	48.4	72.7	Saddleback	20.1	Medium	59.9
436	Santa_Cruz	Chelonoidis_donfaustoi	Male	96.7	111	368.5	667.5	58	196.2	5.33	52.7	69	Intermediate	34.5	High	45
437	Isabela	Chelonoidis_becki	Male	63.5	108.3	547	807.4	30.6	121.8	5.21	44.9	49.3	Saddleback	31	High	67.4
438	Isabela	Chelonoidis_becki	Male	95.9	108.6	529.7	873.6	63.4	156.4	5.33	48.7	72.6	Saddleback	30.8	High	75.9
439	Isabela	Chelonoidis_microphyes	Male	61.3	102.9	555.8	866.2	40.2	174	4.72	47.7	55.4	Saddleback	18.9	Medium	72.7
440	Isabela	Chelonoidis_vicina	Female	93.8	107	478.8	960.4	123	180.9	6.01	43.7	81.6	Dome	24.7	Low	59.5
441	Isabela	Chelonoidis_vicina	Female	91.6	101	538	885	59.8	128.9	5.11	52	69.4	Dome	25.9	Medium	65.3
442	Santa_Cruz	Chelonoidis_donfaustoi	Male	113.6	112.8	310.5	579.4	66.4	201.5	4.14	50.6	71.6	Saddleback	18.2	Medium	81.3
443	Santa_Cruz	Chelonoidis_donfaustoi	Male	120.2	117.4	247.5	578.5	86	225.2	3.58	63	65.2	Intermediate	24	Medium	77.4
444	Isabela	Chelonoidis_microphyes	Female	85.5	100.1	458.4	753.2	52.5	181.6	4.93	35.9	63.8	Dome	28.9	Medium	75.4
445	Espanola	Chelonoidis_hoodensis	Male	116.1	101.8	52.5	363.6	92.2	285.2	5.23	52.9	76.5	Saddleback	26.6	High	66.8
446	Santa_Cruz	Chelonoidis_donfaustoi	Male	128.5	117.6	310.3	576.3	58.8	195.2	4.47	46.7	67.2	Saddleback	26.2	High	69.5
447	Santa_Cruz	Chelonoidis_porteri	Male	84.3	114.5	283.9	722.3	112.1	199.1	5.55	47.8	92.7	Saddleback	32.2	High	58.9
448	Isabela	Chelonoidis_microphyes	Male	87	115.2	450.2	567.2	0	190.5	4.58	45.2	44.4	Intermediate	21.2	Medium	70.4
449	Isabela	Chelonoidis_vicina	Female	113	104.1	395.5	729.8	94.3	164	5.05	52.8	74	Intermediate	29	Medium	74
450	Santa_Cruz	Chelonoidis_porteri	Male	103.7	104.7	321.3	586.7	62.9	219.2	4.47	57.6	86.1	Saddleback	30.3	High	70.5
451	Santa_Cruz	Chelonoidis_porteri	Female	111	101.3	285.2	471.7	33.7	218.4	4.44	53.3	44	Dome	18.5	Low	72.1
452	Isabela	Chelonoidis_microphyes	Female	128.1	119.9	527.5	961.9	80	164.6	4.59	46.1	77.5	Intermediate	15	Low	46
453	Isabela	Chelonoidis_microphyes	Female	107.7	108.6	422.7	776.6	87.4	201.9	4.65	58.6	74.4	Dome	29.8	Medium	72.9
454	Isabela	Chelonoidis_becki	Female	121	107.6	437.3	688.3	43.1	144	4.4	50.1	56.8	Dome	23.7	Low	66.7
455	Isabela	Chelonoidis_becki	Male	112.5	122.9	494.4	710.8	17.6	185.2	4.38	51.8	45.6	Saddleback	37	High	57.4
456	Espanola	Chelonoidis_hoodensis	Male	108.7	101.7	0	487.2	184.4	317	6.23	47.9	90.2	Saddleback	26.6	High	67
457	Espanola	Chelonoidis_hoodensis	Male	107.7	96.5	0	586.9	227.3	294.6	6.77	46.3	104.2	Saddleback	24.9	Medium	71.9
458	Santa_Cruz	Chelonoidis_donfaustoi	Male	125.8	119.8	339.2	587.6	45.5	206.7	4.44	51.3	58.7	Saddleback	16.3	Medium	60.4
459	Isabela	Chelonoidis_vicina	Female	80	106.4	545	810.7	52.5	157.5	5.37	44.3	79.5	Dome	21	Low	70.2
460	Isabela	Chelonoidis_vicina	Female	77.9	100.3	448.5	705.1	49	187.3	5.18	55.5	60.8	Dome	18.1	Low	58.2
461	Espanola	Chelonoidis_hoodensis	Female	111.8	94.3	36.4	531.7	188	253.7	6.16	51.5	119.5	Saddleback	39.2	Medium	59.2
462	Isabela	Chelonoidis_microphyes	Female	97.6	100.8	443.3	872.3	105.4	201.1	4.76	50.8	73.6	Dome	18.6	Low	88.1
463	Isabela	Chelonoidis_becki	Male	101.5	118.1	515.8	567.1	0	129.9	4.59	55.4	51.5	Saddleback	28.1	High	77.7
464	Isabela	Chelonoidis_vicina	Female	114.8	103.9	498.5	735.5	17	111.9	3.9	45.6	56.9	Dome	31.7	Medium	54.2
465	Santa_Cruz	Chelonoidis_donfaustoi	Male	115.1	106	256.5	576.6	87.7	246.2	6.04	53.9	76.4	Saddleback	23.4	Medium	67.6
466	Isabela	Chelonoidis_becki	Male	94.7	113	461.3	689.2	29	143	4.39	52	58.1	Saddleback	25.7	High	71.3
467	Isabela	Chelonoidis_becki	Male	93.7	112.7	446.9	772.7	67.8	173.2	3.65	54.5	74.2	Intermediate	19.6	Medium	66.9
468	Santa_Cruz	Chelonoidis_donfaustoi	Male	101.5	122.1	321.8	486.7	8.2	191.3	5.03	47.7	51.9	Saddleback	25	Medium	81
469	Isabela	Chelonoidis_vicina	Male	121.3	115.1	528.6	835.9	49.1	112.9	4.06	47.5	74	Saddleback	23.2	Medium	92.6
470	Espanola	Chelonoidis_hoodensis	Female	108.5	93.2	68.8	433.6	140.2	269.5	5.82	46	97.3	Saddleback	21.2	Low	64.2
471	Isabela	Chelonoidis_microphyes	Male	128.7	127.4	457.9	881.1	95.5	187.6	4.79	55.5	74.2	Saddleback	28	High	78.4
472	Espanola	Chelonoidis_hoodensis	Female	99.8	95	0	441.6	153.9	307.9	6.38	53.4	91.7	Saddleback	20.8	Low	81.2
473	Isabela	Chelonoidis_becki	Female	122.5	111.5	526.5	959.4	87.7	134.5	4.27	58.9	57.5	Dome	17.3	Low	74.1
474	Santa_Cruz	Chelonoidis_donfaustoi	Female	117.7	101.4	291.1	561.4	47.9	213.6	3.82	51.5	55.5	Intermediate	29.1	Medium	74.7
475	Santa_Cruz	Chelonoidis_porteri	Male	112.2	113.1	298	384.7	0	216.8	4.58	46.9	47.3	Intermediate	26	High	82.3
476	Isabela	Chelonoidis_microphyes	Male	108.3	127	551.6	802.6	22.6	150	3.87	59.1	60	Saddleback	16.9	Medium	71.2
477	Santa_Cruz	Chelonoidis_porteri	Male	94.4	110.5	255.3	665	113.5	224.9	4.77	42.6	94	Saddleback	21.5	Medium	50.2
478	Isabela	Chelonoidis_becki	Female	97.8	93.9	557.2	759.9	0	141.5	4.73	49.6	40.5	Dome	29.3	Medium	74.5
479	Isabela	Chelonoidis_microphyes	Male	104.6	123.3	479.3	940.1	115.7	149.4	5.33	52.5	77	Intermediate	20	Medium	57.1
480	Santa_Cruz	Chelonoidis_donfaustoi	Male	101	112.8	264.3	709.5	144.3	238.5	6.85	41.4	113.3	Intermediate	28.9	High	63.9
481	Isabela	Chelonoidis_vicina	Female	118.9	110.3	489.7	853.7	74.4	151.8	4.83	42.5	60.3	Dome	23.4	Low	67.6
482	Espanola	Chelonoidis_hoodensis	Male	97.8	99	69.5	407	96.5	276.5	5.13	52.3	78	Saddleback	17.9	Medium	48.8
483	Isabela	Chelonoidis_becki	Female	98.6	103.6	489.6	744.8	23.7	173.4	4.24	59.2	53.6	Intermediate	27.4	Medium	68.2
484	Santa_Cruz	Chelonoidis_donfaustoi	Male	90.3	108.2	255	582.3	66.7	225.1	6	44.9	65.9	Intermediate	12.6	Medium	78.9
485	Espanola	Chelonoidis_hoodensis	Female	97.2	86.4	35.9	446.9	125	267.4	4.99	46.6	73.8	Saddleback	21.8	Low	63.8
486	Isabela	Chelonoidis_vicina	Female	98.6	105.8	372.9	896.8	146.1	171.3	6.09	43.7	91.4	Dome	24.6	Low	55.1
487	Isabela	Chelonoidis_becki	Male	53.7	96.2	474.6	770.4	42.4	182.5	5.92	56	84.9	Saddleback	26.3	High	67
488	Santa_Cruz	Chelonoidis_donfaustoi	Male	72.7	102.6	322.8	527.2	19.3	167.3	4.75	46.9	54.6	Intermediate	26.3	High	64.3
489	Isabela	Chelonoidis_vicina	Female	98.6	109.9	491.5	1047.6	174.4	153.5	6.83	43.1	101.9	Intermediate	25.6	Medium	73.1
490	Espanola	Chelonoidis_hoodensis	Female	94.7	90.7	84.4	451.9	137.3	278.8	5.4	45.4	93.7	Saddleback	31.9	Medium	63.8
491	Espanola	Chelonoidis_hoodensis	Male	76	97.8	74.3	309.6	93.6	258	5.7	46	66.7	Saddleback	33.6	High	63
492	Isabela	Chelonoidis_microphyes	Male	60.2	97.4	532.3	893.1	80.2	151.2	6.08	45.4	82.2	Saddleback	34.2	High	73.6
493	Isabela	Chelonoidis_microphyes	Male	92.9	112.9	532.8	806.2	35.7	165.5	5.95	51.6	65.5	Saddleback	18.4	Medium	75
494	Santa_Cruz	Chelonoidis_porteri	Male	113.1	116.8	213.1	682.7	137.4	209.5	5.71	50.4	85.9	Saddleback	21	Medium	81.5
495	Isabela	Chelonoidis_microphyes	Female	135.5	110.1	500.2	805.2	42.3	134.2	4.87	52.6	60.3	Dome	18.7	Low	80.7
496	Espanola	Chelonoidis_hoodensis	Female	99.2	97.4	131.5	394.2	68.2	298.7	4.63	47.4	65.1	Saddleback	22.9	Low	63.4
497	Isabela	Chelonoidis_microphyes	Male	129.9	118.6	476	809.1	79.7	151.5	3.62	55.7	76.3	Intermediate	26.5	High	79.1
498	Isabela	Chelonoidis_becki	Male	101.7	116.1	522.6	841.3	63.1	135.7	5.34	34.3	58.6	Saddleback	25.9	High	56.8
499	Santa_Cruz	Chelonoidis_porteri	Female	102.3	101.2	307.2	539	52.2	194.9	3.95	57.2	58.2	Dome	23.8	Low	71.6
500	Santa_Cruz	Chelonoidis_donfaustoi	Male	106.5	112.3	327.9	534.5	29.3	201.9	3.78	52.8	62	Saddleback	24.2	Medium	50.1
