ID	physiological_condition	immune_cell_type	Gene_A_expression	Gene_B_expression	Gene_C_expression	Gene_D_expression	Gene_E_expression	Gene_F_expression	regeneration_capacity	age_years	immune_receptor_diversity	response_to_infection	inflammation_level	weight_kg	habitat_location	resilience_score	reproduction_rate
0635	Injured	B_cells	106.154915210351	124.515251072136	115.655512393558	115.777677856645	153.201300435433	150.711730135488	119	15	79.7	91.1	22.8	560.9	Atlantic	129.4	10.8
0636	Infected	B_cells	136.376852594989	158.048154480914	156.505905260946	174.95002603789	188.015676833552	178.348055025735	135.9	60	55.5	92	29.9	533.3	Arctic	145.6	12.1
0637	Injured	NK_cells	107.895768503198	109.65777367805	117.869350069598	107.27683325037	155.905135413438	144.58943984085	117.3	12	83.6	89.7	77.4	476.3	Southern	137.6	9.8
0638	Recovering	T_cells	90.501108844831	93.0985935580158	91.1686536947701	100.714845663629	125.334942635064	94.1661610096504	107.5	14	75	62.4	25.9	528.1	Southern	146.4	19.8
0639	Healthy	B_cells	59.1542752531044	57.0637968793688	87.7032226472694	70.3804367025055	90.6904746814225	63.5426385167811	117.3	29	90.3	76.3	23.6	554.3	Atlantic	124.9	21.8
0640	Injured	Monocytes	88.4181681383879	100.986543228076	114.036309980978	106.342093965512	176.771750039478	151.703755816425	120.6	37	68.9	88	23.9	465.3	Arctic	136.9	13.5
0641	Recovering	NK_cells	98.6010117748395	107.58686301564	105.298776574482	99.5078425996208	125.274292794221	104.036836607201	113.7	47	61.6	71.3	77.4	600.8	Southern	149.5	18.2
0642	Injured	NK_cells	118.425269887408	105.478791120863	122.411546091133	109.08624818665	151.464113257022	167.565813907407	129.6	20	79.9	81.4	80.2	427.9	Pacific	111.9	14
0643	Infected	Monocytes	126.655366449364	163.501438887108	167.376785106907	180.779582389564	173.987763637064	177.675466563055	128.9	39	62.8	84.4	23.8	437.1	Pacific	106	9.6
0644	Healthy	Monocytes	63.8176772003062	41.0023796622507	92.3611690453407	60.0683739823312	82.2168802999372	83.4446913363254	117.4	11	96.2	62	25.1	561.4	Indian	136.5	19.9
0645	Infected	Dendritic_cells	159.978844452538	184.137655549294	167.724278651547	178.457723612234	178.193307245468	208.104809009991	140.5	26	73.6	85.4	27.1	550.5	Indian	129.2	12
0646	Healthy	Monocytes	59.437222430181	56.4224056570304	104.498541222432	65.7935308974902	80.9032016090513	78.4151645713505	107.3	46	75.8	81	21	533.2	Indian	124.3	20
0647	Healthy	T_cells	80.3221567855934	68.420153107253	110.06284950052	79.3275560354847	96.6656185386559	83.8758554493348	121.3	43	83.4	85.2	21.9	371.9	Atlantic	108.2	22.5
0648	Infected	NK_cells	162.580460963371	165.939660791908	170.372422012718	161.446252976752	196.713063608805	188.864655860056	138.8	35	67.4	74.1	109.7	532.2	Arctic	149.5	12.7
0649	Infected	B_cells	140.552701059568	157.856888684322	166.814699709504	177.528004199898	170.732946322357	180.029262103499	122.8	7	90.7	89.9	26.9	561.5	Atlantic	133.9	11.6
0650	Injured	T_cells	101.387735161574	113.882026124411	117.185975048065	121.651385652226	145.299642459607	148.532287806877	112.8	27	72.4	76.3	23.1	450.9	Southern	125.4	11.3
0651	Stressed	Monocytes	86.1172098126136	95.5035404050793	82.9639851652527	92.0090861707108	113.695934498168	93.8473981416037	101.4	18	77.1	71.5	30.8	548.1	Atlantic	125	11
0652	Injured	Monocytes	87.855687368138	105.581871183204	115.966164852612	106.984211674526	145.500585708129	140.359397765806	102.6	42	60.8	80.9	22.9	527.2	Indian	130.1	9.5
0653	Recovering	T_cells	91.5666332467757	87.3885309715188	89.004254766839	97.6542470664845	113.217163596432	101.277264033924	94.9	53	50.5	63.7	23.5	505.7	Atlantic	114.1	15.2
0654	Infected	NK_cells	136.50844316114	183.442505706948	170.05902567394	166.68123588723	176.14236345247	178.220728913309	127.9	15	82.4	96.2	108.8	483.1	Atlantic	118	10.3
0655	Infected	Monocytes	139.300028802058	164.707051612491	157.803838196109	156.419472949696	176.896397295517	173.664760253543	123.8	28	73.8	96.6	18.6	594.6	Atlantic	127	11
0656	Recovering	NK_cells	87.6178788776237	101.869656156873	114.87103703379	106.297213151297	137.972792205321	97.5062893817304	107.2	17	74.4	83.4	72.4	507.6	Southern	139.9	16.3
0657	Recovering	Monocytes	88.2356804129575	78.2412319555794	85.7560167800556	90.5838637961342	129.680794364073	101.081922131528	110.7	11	72.5	63	24	524.8	Pacific	120.9	17.7
0658	Infected	Dendritic_cells	151.270536301745	177.377407507103	165.918270663744	168.474480002181	185.038976783617	187.365262863747	128.7	54	59.3	96.8	21.6	477.8	Arctic	137.9	9.1
0659	Injured	Dendritic_cells	110.971783088911	136.270135424771	116.037845980575	102.486959480227	165.483798231896	165.470562343332	116.9	60	48.7	85.5	32.6	551.5	Pacific	130.4	10.4
0660	Infected	Dendritic_cells	166.555862604632	178.857799048506	175.277214942223	171.604626657084	194.032329367137	194.699463901404	139.2	44	63.2	103.1	23.8	508	Southern	132.3	12.8
0661	Recovering	Macrophages	82.8789885864958	108.094647942835	90.2614571008934	93.1337559781331	123.267306790208	102.399791917696	107.4	31	68.7	78.2	33.9	446.6	Pacific	118.4	18.3
0662	Injured	Dendritic_cells	125.443291986353	115.426026801683	121.047082004052	121.143050748489	177.200774629915	160.636602949119	125.1	47	56.5	72.6	22.4	397.5	Pacific	106.1	12.1
0663	Healthy	B_cells	72.165471663914	55.6815483546407	96.0963596477678	82.952690048131	90.4658131746129	70.3618487154821	126.8	51	79.8	64.6	24.9	496.2	Southern	131.7	21.1
0664	Injured	Dendritic_cells	127.225199915884	121.095940442895	135.414613059597	109.636717387117	176.195366607281	174.479274372843	127.5	44	62.1	86.9	29.6	401.2	Pacific	111.9	11.9
0665	Injured	Macrophages	106.589997631646	119.984578901105	97.0550584835723	100.952733402492	163.532620715023	157.492696741558	124.2	10	79.3	94.6	25.1	533.6	Indian	130.3	11.2
0666	Infected	B_cells	149.900018777441	169.722785714515	162.523196768149	155.951516346282	163.619190498078	181.355233852504	128.1	55	52.4	104.1	27.7	445.5	Atlantic	115.4	11.7
0667	Injured	B_cells	109.417213003131	103.85165864617	115.593476548422	92.7276579796053	143.448232308205	157.754264609765	118.2	18	82.9	87.4	24.4	514.4	Atlantic	122.8	11.6
0668	Recovering	Macrophages	83.7252065338708	95.2230843253893	106.927878810117	88.7041847034178	123.305938377189	102.569053415995	111.8	31	66.2	72.1	23	500.5	Pacific	118.3	16.1
0669	Injured	Macrophages	101.994268118995	109.133838663375	115.159759648673	101.618737001241	162.521083100657	146.664477325732	120.7	36	61.6	71.2	27.5	435	Indian	113.9	11.1
0670	Healthy	NK_cells	80.7223580113235	67.8774383972307	102.034749006649	83.7767942359305	93.8380726981466	95.3338290476556	122.8	39	82	54	70.1	574.9	Atlantic	128.5	21.5
0671	Healthy	B_cells	69.9930644262751	62.048618610905	95.5863188356596	70.1135843827804	84.6900879331872	84.7802868139366	120.9	49	76.9	71	22.1	541.4	Arctic	151.9	21.6
0672	Injured	T_cells	109.213672945527	113.220378409345	113.574000536461	90.5850785683728	149.530306212911	151.275609236692	123.7	10	79.5	89.2	27	462.3	Indian	123.2	14.1
0673	Infected	Macrophages	144.78119417167	188.828957220642	186.263355670325	157.686379403911	187.368986948809	176.633414354107	130	49	57.6	81.4	25.5	545.4	Southern	148.4	12.2
0674	Recovering	B_cells	88.1793514898769	94.6475649980077	109.918062620495	99.1043800980744	130.823780837821	83.7469798191603	114.1	39	66.3	74.8	24.4	526.1	Arctic	161.8	18
0675	Stressed	Monocytes	63.4302041323075	82.3265482897548	96.4432875691384	105.786411088249	94.0408186349273	85.0119909134781	95.7	14	77.6	52.1	21.1	463.8	Atlantic	118.3	9.4
0676	Healthy	Monocytes	75.8074528116403	51.6621224951309	99.3109482570351	73.2691554838387	80.5932370374582	77.077312463833	115.2	14	93.4	73.1	32	417.4	Arctic	130.8	22.4
0677	Healthy	T_cells	63.2336873656274	49.9097483954729	98.607830826623	75.5179700188191	108.585784870891	100.799871800867	116.9	37	87.7	76.6	28.7	411.2	Indian	116.9	23.2
0678	Injured	Macrophages	116.310464278583	103.596038840527	114.048664852353	87.7290825800037	154.512340525419	149.40631120777	126.4	32	65.3	86.6	27.2	523.6	Arctic	144	13.6
0679	Infected	Monocytes	149.920347131715	157.935079204243	150.241544203756	154.616879065126	165.615482891152	167.998885852428	132.9	36	69.6	102.5	21	447.7	Pacific	114.4	11.1
0680	Infected	T_cells	153.627550767238	157.397631468098	163.587747183732	172.599592896098	183.132096157767	176.014034535107	126.2	19	78.4	84.6	29.2	529.1	Pacific	117.6	10.9
0681	Injured	NK_cells	121.43899082855	132.397715207418	139.118738414966	101.014791159848	169.260814559152	174.858410696171	123.8	31	67.4	63.5	74.6	390.6	Pacific	110.9	9.6
0682	Infected	Monocytes	134.271763522498	161.17696461234	172.42977398203	142.313324242625	178.230153127515	170.476705775976	123.8	54	59.1	74.8	23.6	538.2	Atlantic	127.1	9.8
0683	Infected	T_cells	151.763823604633	169.628306633391	166.778648324714	168.810950875732	195.033051638875	179.336879613552	141.4	50	60.2	100.4	24.5	466.1	Atlantic	129.3	12.9
0684	Stressed	T_cells	86.8354876345566	107.516794185507	89.7863245777253	114.039187019101	107.602327536883	97.160992279591	98.2	31	71.4	90.7	31.7	418.1	Atlantic	112.1	10.2
0685	Injured	Dendritic_cells	128.35861276786	118.838283722201	118.921765460441	106.242934692875	171.246681621331	159.256457686189	127.1	23	77.4	94.5	26.2	456	Indian	125	10.1
0686	Healthy	NK_cells	82.8208317794074	63.5716649098801	100.34108486997	66.1512986096535	107.852400406068	84.7381115142698	116.4	60	69.4	80	59.3	433.3	Indian	117.4	22.5
0687	Recovering	Dendritic_cells	104.094865361252	121.189593733393	106.457213335446	116.176936057689	129.869394132783	109.507299531999	109.5	41	59.1	78.2	26.5	520.3	Pacific	112.2	15.8
0688	Healthy	NK_cells	69.6641026484053	63.8280748611386	88.0247010307565	87.0105201504446	95.1126363827913	79.7898250253811	121.6	10	102	82.7	66.7	591.7	Southern	154.1	23.5
0689	Recovering	T_cells	100.839574808413	115.974920296565	100.615644237879	109.384849852216	124.017950470378	88.7517996757443	108.9	50	50.8	73.1	26.1	545.1	Southern	145.3	16.5
0690	Healthy	T_cells	66.617591869063	74.4476758551265	104.909885760142	71.6308539243475	86.6270117135807	88.8098674102244	116.7	17	95.8	89.6	19.3	623.9	Arctic	165.9	22.3
0691	Injured	Dendritic_cells	127.275868097779	122.818161444154	141.211118667643	121.548951671956	158.31038535579	167.486459371726	122.9	30	72	77.5	17.5	482.4	Southern	132.1	11.7
0692	Healthy	NK_cells	65.9297752260036	72.4109462562104	106.686043692783	71.2747151278843	97.7238287714246	90.7332544085307	122.1	37	88.7	64.5	56.5	464.5	Pacific	115.2	24.4
0693	Infected	T_cells	151.850518012874	156.750616820887	175.405423186241	178.990236591161	179.815887030623	195.407891347176	127.8	16	84.1	100.7	22.4	632	Indian	135.7	10.7
0694	Injured	B_cells	109.763772244573	122.725742952346	101.653938895103	87.9801488648035	155.968080741093	172.431079543769	115.9	14	78.5	92.2	31.2	446.5	Arctic	137.7	12.1
0695	Injured	Monocytes	77.0501690161953	86.6662681122766	100.933979308327	104.442795724482	133.688512477024	141.886537124017	102.4	45	67.1	75.9	21.9	560.3	Indian	131	9.1
0696	Stressed	T_cells	83.0494014068643	107.568300475256	85.0784554726557	99.9435635653295	123.160158086367	94.7248116524342	112.8	25	68.2	90.4	29.6	492	Atlantic	122.8	10
0697	Infected	Monocytes	137.347961108787	154.119080250156	168.705050343959	156.247673977317	174.464352660937	174.374290271548	126.5	17	76.6	84.2	21.9	495.1	Southern	123.7	11
0698	Infected	T_cells	152.872612326583	152.372717758155	168.523967346145	171.788325359473	179.577382675392	186.358586814791	134.1	33	67.9	96.2	22.4	438.1	Pacific	119.9	12.1
0699	Healthy	Macrophages	52.5868299817002	56.7648188511619	95.7115162004716	84.0408944157221	101.830196334314	76.1983327426601	120.9	54	72.4	50.2	32	517.1	Southern	136.7	21.8
0700	Injured	B_cells	113.251193145671	117.275455765496	110.626984871019	99.5075531091482	157.819410173945	146.686251865644	125.9	31	65.6	86.2	23.1	469.1	Indian	117.1	10.2
0701	Stressed	T_cells	73.2141012943298	108.286921352705	80.729004318315	114.523662320341	114.940454911405	99.2112000808282	108.8	13	74.4	74.9	19.5	296	Pacific	105	11.1
0702	Infected	T_cells	135.025093141916	168.089697080668	165.421671945436	164.912091803535	171.670383191178	181.034732424417	119.5	59	46.6	68.6	30.1	415.4	Pacific	104	12.7
0703	Stressed	NK_cells	97.8539683774105	109.511742613538	90.8830783365363	102.150817760657	141.900485106958	117.053197118488	116.5	38	62.2	75.2	77.9	491.9	Arctic	142.8	9.9
0704	Recovering	Macrophages	96.6044893163176	105.535796696311	100.981956784187	94.4245176363221	117.080781503681	110.51072026047	102.2	32	66.4	75	25.7	413	Atlantic	108.8	16.1
0705	Healthy	NK_cells	83.9207019890557	75.8712003879548	116.472371614215	81.8494872914749	109.416323361919	95.2541737172959	123.8	37	91.3	74.5	68.1	613.4	Pacific	136.7	21.4
0706	Healthy	Monocytes	48.4832171379502	66.1172187181688	94.3052637154232	48.9091660978962	85.2611078648914	80.6030072989117	113.2	25	91.7	81.6	27.8	537.5	Pacific	120.6	20.8
0707	Stressed	Macrophages	91.0510788714689	99.5420274635074	91.3559039027487	103.460723021258	109.640394926042	105.948386664797	96.6	10	80.1	64.9	20.9	502.7	Arctic	152.4	11.8
0708	Injured	NK_cells	120.266629264902	133.627783090607	124.627910813629	110.038265844965	158.499791510365	155.635689869384	125.3	59	54	94.5	85.5	453.2	Southern	125.7	12.6
0709	Injured	Macrophages	106.37626331347	111.35619602863	111.775989739071	106.534091971524	149.925845598779	151.209308639534	118.4	48	58.6	74.1	31.7	459.4	Arctic	135.9	9.6
0710	Stressed	NK_cells	76.4616711704356	115.662805220064	103.366008712526	100.831387538693	104.872246965644	113.917759480047	88.8	27	66.3	74.7	74.9	578	Arctic	152.7	8.7
0711	Infected	Macrophages	150.851094566302	164.597150270796	171.330192817821	176.445616345538	172.05515894313	183.441022606106	134	23	76.7	98.3	22.4	463.7	Arctic	135.6	9.3
0712	Injured	Monocytes	102.424083200364	97.2856074519928	104.474309616248	92.1757737044506	157.492660821609	142.728489732029	114.5	28	70.7	73.6	24.3	459.5	Southern	137.2	12.6
0713	Stressed	Monocytes	72.279627712122	103.68583965165	89.7931626457006	87.9230723753646	109.428490074331	84.8609167456922	95.4	56	53.6	67.9	31.2	553.9	Pacific	123.1	9.3
0714	Injured	Monocytes	104.136207870662	107.299519335024	106.968572130197	107.473467412435	146.358404321827	133.188307411637	111.4	6	87.6	88	32	453.9	Indian	113.2	12
0715	Recovering	T_cells	110.828807059989	123.933119851703	124.481578968059	98.2307058610565	127.574175929773	100.110385461633	108.4	38	63.6	64.9	26	483.4	Arctic	145	16.6
0716	Stressed	T_cells	89.3577246132997	121.177315055214	93.1815194154544	97.6158614207352	119.028257259878	98.8526300925605	106.9	30	66.5	64.3	16.4	445.1	Arctic	134.7	10.7
0717	Infected	B_cells	134.010191285382	166.435901546135	164.535512769649	157.999895130269	171.570921979426	174.324161855303	129.1	18	76.9	98.6	21.3	574.2	Atlantic	121.4	12.3
0718	Infected	NK_cells	150.951659088193	173.113907259835	163.743008584526	178.586292178445	188.294856039805	204.516414299531	130.9	53	60.5	72.1	115.1	486.8	Southern	131.5	13.4
0719	Stressed	B_cells	76.7272717287911	88.6894242560692	77.9866272277506	108.113476917511	116.207139270563	98.9527296248958	100.9	28	64.8	68.7	19.9	461.8	Arctic	140.3	9.2
0720	Stressed	T_cells	86.140713546217	90.6208256761072	91.9558436757099	102.150736416778	106.701601434576	99.2596757986143	96.2	41	57.7	60.1	29.8	466.5	Pacific	119.2	8.8
0721	Recovering	NK_cells	100.181917381279	114.623045921774	105.420680655039	111.88924375568	124.902192310396	110.503033383491	115	11	75.4	78.5	79.2	436.1	Indian	118.3	16.1
0722	Injured	Macrophages	107.724594414964	112.657538945358	111.937054095456	103.29309449785	148.040375740814	132.967512863326	114.7	36	68.2	83.4	32.4	590	Indian	136.5	11.1
0723	Recovering	T_cells	94.7614169238552	97.7569262232055	100.973598928525	100.595604254498	127.82198648183	115.916670392933	106.2	7	76.1	90	23.2	559.7	Southern	140.5	15.1
0724	Infected	B_cells	149.091332971031	162.475006685337	160.091262145861	160.239306917031	172.303721553874	188.02732930645	132.7	30	74.4	79.3	27.3	535.5	Atlantic	126.9	12.5
0725	Infected	Monocytes	141.172723728124	157.688454340272	165.457917407261	155.715716047372	166.144565631515	169.54085722139	130.1	17	82.4	95.1	28.6	509.8	Indian	126.7	12.1
0726	Infected	NK_cells	152.093312876242	182.094084698788	176.580571222299	185.401777453032	179.161349511885	189.007629523782	126	40	64.9	103.8	119	565.3	Pacific	131.6	11.8
0727	Healthy	Macrophages	46.8617661850747	59.53664407654	98.3996497987699	78.5822522253077	100.988075661784	85.8541275710723	120.1	34	89.4	66	25.1	440.6	Arctic	121.5	22.6
0728	Healthy	NK_cells	72.8584788139209	65.0317193038547	85.0251472363938	90.605386280769	114.488858374764	103.006637987628	125.2	20	90	49.3	70.5	392.2	Pacific	105.8	22.2
0729	Injured	B_cells	124.72029084476	114.208556962737	122.246932201245	92.6115966296725	146.806894852176	154.966128567008	125.4	41	68	74.6	24.8	542	Atlantic	132	9.7
0730	Infected	Dendritic_cells	163.447026185927	173.988634630545	186.038719141868	177.814312503908	194.419413779075	195.488716750905	144	17	80.8	89.5	24.4	497	Indian	123.7	11.1
0731	Healthy	Monocytes	62.1683819026365	62.7988671017238	108.934571748886	60.0533960587971	84.304392512784	66.6067319247723	113.3	48	77.8	71.5	14	536.8	Arctic	154.4	21.5
0732	Stressed	T_cells	82.4224081672342	100.552127086572	75.9832854899437	112.086908555041	106.614794661777	102.924035777516	92.5	30	75.6	75.8	20.6	463.1	Atlantic	118.5	9.8
0733	Recovering	B_cells	78.8017703530734	98.9697368298284	99.409743157047	95.7167028830533	131.54698514346	97.3985673205513	89	16	75.1	79	26.1	610.6	Southern	150.5	14.2
0734	Recovering	T_cells	104.000231874296	107.690802620086	105.663113781185	105.888889415582	109.205872874785	92.0744908428816	113.4	28	61.5	71.7	22.8	544.3	Pacific	123.9	17.4
0735	Injured	T_cells	117.503447431708	107.465779610906	120.364978882219	99.1567612309346	159.904528775162	146.695884147614	125.4	55	50.1	84.4	26.6	533.4	Indian	127.8	11.1
0736	Injured	B_cells	117.401562617573	99.9991387177468	117.408282329958	108.238999908411	152.631823243546	149.584101231033	119.6	38	64.5	65.4	26.8	500.4	Pacific	123.1	12.1
0737	Injured	Monocytes	105.306208247662	93.8846262398096	109.628909336315	101.846897905133	147.633121980337	142.48367691353	114.5	35	67.5	84.1	21.9	348.6	Atlantic	107	9.9
0738	Injured	Dendritic_cells	115.862594000086	122.099015282802	129.340286062486	125.545790796016	176.888198705235	163.672062873613	116	57	55.3	93.6	36.3	507.5	Pacific	119.5	9.8
0739	Healthy	B_cells	61.757791936086	68.1192339591163	88.738502807452	77.1006773723771	94.2541805483898	70.6802213888587	114.6	30	85.5	86.3	22.4	493.5	Atlantic	122.3	21.8
0740	Injured	T_cells	102.373109777056	98.495383347079	105.16851080105	116.279983109615	156.033757105549	151.015972063093	123.1	17	75.3	77.7	20.9	491.5	Atlantic	117.3	9.5
0741	Infected	NK_cells	156.123656426643	181.922337822461	165.655630204849	164.114566520913	175.116869640246	207.590897665878	140.5	19	80	80.4	110	445.4	Southern	126.4	13
0742	Recovering	B_cells	91.5102211473396	111.614230105658	102.408266552511	99.0726319612398	127.96971708582	88.682092045122	107.7	13	78.7	62.7	31.5	460.4	Arctic	129.3	15.4
0743	Healthy	T_cells	74.6666670004944	71.4830546688886	110.007097424237	66.5106018850804	98.9360643118065	82.5213242845693	121.4	12	93.9	74.3	27.8	618.3	Arctic	161.5	21.8
0744	Infected	B_cells	139.205895516466	158.927399081764	160.31434578049	165.193383473213	171.882532360909	179.314821978658	123.5	30	67.7	91	26.4	483.7	Southern	133.3	11.3
0745	Healthy	Dendritic_cells	85.6393576053442	75.2170346394241	100.21404044593	95.1439294641454	109.784228657558	94.8711650870418	114.3	44	81.1	74.8	29.5	506.1	Atlantic	115.7	21.7
0746	Injured	NK_cells	123.515704517916	113.41371758355	121.689109228676	101.494268186415	161.62375643322	152.235708203141	124.2	60	45.8	63.2	72	276.2	Arctic	106.8	12.8
0747	Healthy	Dendritic_cells	79.1085577353256	77.0146420357085	109.082258213389	79.3789091797612	104.753843153424	85.1881549312506	124.6	18	95.1	75.5	24.2	536.9	Pacific	122.5	21.7
0748	Recovering	Monocytes	84.5777103668311	89.2119015133309	89.6406824339045	78.6115403861001	124.091940300622	89.4689628445195	104.3	50	53.1	71.1	22.2	511.2	Arctic	137.8	16.4
0749	Healthy	NK_cells	84.6259073058967	55.7729048016995	110.631444526633	90.0675606974951	100.346357836129	93.036818233646	125.1	60	69.1	74.4	68.6	445.4	Arctic	133	22.9
0750	Healthy	NK_cells	69.7449879654777	90.6576719371783	104.54422049024	83.0843082252897	105.312751336615	95.2134757674589	123.7	27	85.9	71.9	66.9	500.3	Atlantic	132.1	21.6
0751	Healthy	T_cells	66.2938373154301	85.3620874056653	103.151685550781	83.5714726608954	83.1070650065382	80.8029433638309	113.4	44	78.3	82.4	27.9	536.6	Southern	140.4	22.5
0752	Stressed	T_cells	87.9027288522962	105.090081692334	111.203790598067	91.2594054879916	125.268364289666	93.4212548551952	106.5	13	77.8	85.3	23.5	457.6	Pacific	125.6	8.7
0753	Stressed	B_cells	75.2650565516051	92.1813917356049	93.2249650124544	87.6403427352611	114.070127376107	110.440756856063	91.6	11	80.9	66.3	27.7	539	Atlantic	125.2	8.7
0754	Healthy	B_cells	81.6409471396276	50.7656816518025	93.5577333426878	78.231218919375	88.9184406492121	73.5588422528835	124.1	55	76.5	87.5	28.5	444.5	Arctic	136.3	22.5
0755	Infected	Macrophages	156.401842824385	170.576466189016	158.891900491274	154.22259142689	170.883548532422	182.404481513292	137.4	52	61.9	76.8	21.1	355.7	Indian	100.7	10.5
0756	Recovering	T_cells	104.66840638749	110.630640041942	122.842317488556	101.413695851624	123.812422363841	88.3731390342403	108.8	44	63.3	88.4	25.4	328.2	Pacific	111.1	17.5
0757	Infected	NK_cells	165.800801971534	176.483534337072	172.805945365387	176.734116317918	189.233880660423	191.525263215771	135.6	10	86.3	99	110.5	466.9	Arctic	134.5	11.3
0758	Infected	T_cells	144.856061874783	166.786653354336	154.311730658543	169.351968427473	181.258507301258	196.366830653748	133	40	68.8	75.8	24.9	580.2	Pacific	122.2	13.4
0759	Stressed	B_cells	78.04821129107	105.750281490028	85.9247645777818	97.2654337723007	122.669949183045	102.74270395201	95.7	12	82.7	69.5	23.2	524.7	Arctic	150.2	10.8
0760	Infected	NK_cells	147.59000293914	176.779846599793	160.743868455958	156.810384969611	185.02758550878	202.782251606448	140.4	39	67	108.5	99.8	480.1	Atlantic	117.7	11.9
0761	Healthy	Monocytes	71.3654958409089	58.7128542516864	80.4789720071314	82.2292474083583	76.9619399732034	71.3289045410137	117.9	6	99.4	67.6	25.1	445.3	Atlantic	110.8	21.3
0762	Injured	B_cells	111.282407261557	112.976705299782	113.327607929952	91.6327430514313	165.11467876128	137.510880689643	117.1	13	82.1	78.4	33.3	518.4	Pacific	120	10.4
0763	Infected	Monocytes	136.60655689037	169.285882364155	147.293035856189	157.574636195178	175.752168820675	161.148815044018	136.2	41	64.3	89.4	32.8	435.9	Indian	109.5	11.5
0764	Injured	Monocytes	92.0817948248416	110.109994340639	95.807938821762	95.1970498351466	152.347499163255	148.74892456449	110.4	28	74.4	63.8	19.6	500.6	Indian	123.2	9.1
0765	Healthy	NK_cells	69.4371752785245	76.0663192185802	101.179211998836	78.3460174686858	100.107385705257	77.980940126552	123.1	6	95.6	56.5	60.6	414.2	Atlantic	100	23.1
0766	Stressed	Macrophages	85.4904014637119	105.574045521106	96.244741124843	89.0481273376941	108.339065136113	90.4360210762255	107	58	52.1	55.2	20.6	468.1	Arctic	146	11
0767	Infected	B_cells	146.979649456585	165.555917531398	162.306716898344	164.702216912449	184.338108031909	169.47545583114	126.1	57	60.7	97.9	31.9	513.9	Arctic	150.9	10.4
0768	Healthy	Monocytes	77.4693249606419	60.4024904154137	94.8721693034955	68.6512593626322	88.8765017205501	75.491511904309	126.8	37	86.4	71.3	25.2	571	Arctic	153.4	22.6
0769	Injured	Monocytes	111.105317081866	92.5894036186367	108.098864541723	104.093795758063	143.216914413139	139.541389293625	109.9	47	62.6	80.1	25.5	423.3	Southern	119.2	9.7
0770	Stressed	NK_cells	90.9144809952065	110.333808632699	95.4520906229587	97.429236217579	121.546324752421	121.248953829034	105.5	11	72.6	76.4	71.8	414.7	Pacific	116.5	8.8
0771	Recovering	Macrophages	100.662253688736	96.6574956602381	105.729681926879	101.538477953492	114.659805959971	94.4573368245677	113.7	48	55.1	81.2	33.2	561.1	Indian	135.5	16.1
0772	Stressed	Dendritic_cells	89.0364962056069	124.981743964352	89.9525057535396	108.378152727408	124.8279778994	116.046315583013	113	33	62.1	65.3	25.5	501.5	Pacific	117.8	12.3
0773	Recovering	Macrophages	95.5977797449774	94.388526953982	108.109633120878	97.2033682128142	120.697840288731	98.3888731165228	104.1	54	56	79.8	29.3	408.9	Indian	117.1	19.1
0774	Healthy	Dendritic_cells	74.86022395136	63.8269476578577	113.881529866814	70.2356198829727	107.577528568845	95.2448169132555	123.1	47	77.8	61.2	21.8	499.2	Southern	138.5	22.5
0775	Stressed	Macrophages	78.9862490861683	109.422871506038	86.3355543005968	88.7658357374422	109.444723243177	104.196573863453	105.4	18	70.5	90.6	29.4	518.8	Pacific	123.5	8.3
0776	Recovering	T_cells	102.988862795538	105.953294894285	94.0800022784895	98.0572969642387	131.265683903531	88.7094093695697	116.9	44	62.8	89.5	19.3	536.6	Atlantic	123.4	16.2
0777	Infected	Dendritic_cells	169.466915840821	164.924616385953	164.881142820836	175.203255099088	190.398157948432	199.426265978095	128.5	12	86.2	100.7	20.6	497.6	Indian	126.9	11.2
0778	Infected	NK_cells	148.942090169158	177.956350146035	178.583616128063	173.143518512375	189.707502914347	176.192327713507	136.6	32	72.2	105.6	118	464.6	Atlantic	109.2	11.4
0779	Injured	T_cells	102.112954519268	121.323454165147	124.880699445224	95.3697021288952	163.833114626443	149.280179640847	117.9	17	75.7	86.3	19.4	444.3	Indian	112	11.3
0780	Infected	NK_cells	165.679572569618	178.954192759446	181.76782700844	177.890857942923	195.272497085245	187.202552691055	134.8	58	51.7	99.7	112.2	537.6	Pacific	125.4	11.4
0781	Infected	Macrophages	142.834880620798	173.127869417945	177.346541420814	161.960697660828	183.75518779588	183.129782115634	140.7	53	52.6	79.3	18.3	549.2	Pacific	118.9	12.5
0782	Recovering	Dendritic_cells	95.0800115837049	118.010815059932	122.68288513258	116.343221570823	147.796594105704	118.517977518027	114.3	57	56.3	75.9	25.3	409.7	Pacific	117.9	18.2
0783	Infected	B_cells	147.850252055979	163.069699089135	158.740456245565	166.962159414498	172.091402886997	171.011230132738	130	53	55.9	75.1	26.6	480.8	Southern	128.9	12.2
0784	Infected	NK_cells	140.674228708636	181.402016404072	167.931318305777	165.0064473201	201.078242551794	192.70880187366	134.5	17	76.6	106.9	117.7	534.8	Atlantic	133.1	13.1
0785	Infected	T_cells	149.790427300994	163.123957100512	166.771953997601	167.608619374665	182.84040875763	191.119083654474	141.3	56	51.7	75.4	23.6	458.6	Southern	119.2	11.8
0786	Infected	NK_cells	152.255870102247	183.693055236705	162.098531401883	168.272802175991	192.598856062552	190.026183390207	133.9	40	66.1	104.8	113.7	593.6	Southern	152.9	11.1
